,Hospital,State,City,LocalAddress,Pincode
903,Centre For Sight (Roopnagar),Delhi,Delhi,"1/2. Roop Nagar, New Delhi,",110007
904,Centre For Sight-Chandigarh,Punjab,Chandigarh,"Sco 833-834, Sector -22-A Chandigarh, Punjab",160022
905,Centre For Sight-Dwarka,Delhi,New Delhi,"Plot No-20, Dwarka Sector 12 A, Opposite Bal Bharti School, Dwarka, New Delhi",110097
906,Centre For Sight-Faridabad,Haryana,Faridabad,"At-Sunflag Hospital, Sector 16-A, Faridabad, Haryana",121001
907,Centre For Sight-Indore,Madhya Pradesh,Scheme,"Plot No. 124, Sector-Ab, Scheme:-54, Indore, Madhya Pradesh",452010
908,Centre For Sight-Patiala,Punjab,Patiala,"Dr. Saronwala Complex, Jagdish Ashram Road, Near Rajinder Hospital, Patiala, Punjab.",147001
909,Century Hospital,Kerala,Alleppey,Mulakuzha P.O,689505
910,Cfs Netralaya Pvt Ltd Meerut (Centre For Sight),Uttar Pradesh,Meerut,"E K Road, Opp:Nas College, Meerutmeerut",250001
911,Cfs Netralaya Pvt. Ltd. (A Unit Of New Delhi Centre For Sight Pvt Ltd),Uttar Pradesh,Meerut,"#194/15,Opp Adwaysworkshop,Delhi Road,",250001
912,Ch. Chhaju Ram Hospital (Aunit Of Holy Touch Healthcare Pvt Ltd),Delhi,Delhi,"Wz-1, Om Viha, Uttam Nagar Main Najafgarh Road, New Delhi -110059",110059
913,Chaddha Children Hospital & Nursing Home,Delhi,Delhi,"No.121,Guru Harkishan Nagar,Paschim Vihar,",110063
914,Chahal Hospital,Punjab,Bhatinda,"Bibiwala Road,Bathinda",151001
915,Chaitanya Ent Hospital,Kerala,Cochin,"38/685A, Sahodaran Ayyappan Road, Cochin-682016",682016
916,Chaitanya Eye Hospital,Andhra Pradesh,Vijayawada,Tikkle Road Mogalrajpuram,520010
917,Chaitanya Eye Hospital & Research Instt,Kerala,Cochin,"Trichandur, Ernakulam,Ernakulam",682012
918,Chaitanya Hospital,Punjab,Chandigarh,Site No. 1&2 Sector 44/C Chandigarh-160044Chandigarh,160044
919,Chaitanya Hospital,Karnataka,Bangalore,"No. 80, 3Rd Cross,P & T Colony,R.T.Nagarr.T. Nagar,Bangalore-560036.",560032
920,Chaitanya Hospital,Maharashtra,Pune,"Bhagirathi Nagar, Warje Malwadi.",411052
921,Chaitanya Hospital,Maharashtra,Pune,"Near Chinchwadgaon Police Chowky,Chapekar Chowk,Chinchwad,",411033
922,Chaitanya Hospital,Maharashtra,Pune,"A/P-Koregaon Bhima, Tal. Shirur, (Pune), Maharashtra",412216
923,Chaitanya Medical Centre,Karnataka,Bangalore,"# 771/24, Khb , Asector, Yelahanka, Bangalore, Karnataka",560064
924,Chaitanya Nursing Home,Maharashtra,Thane,"Poona Link Road, Kalyan East, Thane",421306
925,Chaithanya Eye Hospital & Research Institute,Kerala,Cochin,"Ravipuram Road, Ravipuram, Kochi-682016, Eranakulam",682016
926,Chaithanya Eye Hospital & Research Institute,Kerala,Trivandrum,"M.G. Road, Kesavadasapuram, Trivandrum, Kerala-695004",695004
927,Chaithanya Multispeciality Hospital,Andhra Pradesh,Hyderabad,"Plot No:357&358, Prashanthnagar,Vanasthalipuram, Near Panama Godowns, Hyderabad-500070",500070
928,Chaitra Hospital,Karnataka,Mysore,"# 16/84, 15Th Cross, Basaweshwara Blockk.R. Nagar, Basavaswara Block,",571602
929,Chakrabarthy Medical Centre,Maharashtra,Ahmednagar,"Opp: Gurudwara Nagar, Near Aurangabad Road,Ahmednagar-414001",414001
930,Chakrabarti Eye Care Centre,Kerala,Trivandrum,"No.102, Kochulloor, Near Lerala Water Authority Office, Trivandram-695011",695011
931,Chakravarty Nursing Home,Haryana,Panchkula,"# 207, Sector-10, Panchkula,Haryana-134113",134113
932,Chalasani Hospital,Andhra Pradesh,Guntur,"12-12-94/A,Old Club Road,Kothapeta",522001
933,Chalasani Hospitals Pvt. Ltd.,Andhra Pradesh,Vizag,"50-53-4, Gurudwaralane, Seethammadhara, Visakhapatnam-530013, Beside A.P.E.P.D.L.L Corporate Office",530013
934,Challa Eye Care Centre,Andhra Pradesh,Hyderabad,"8-2-268/R/9-P,Sagar Society Main Road,Road # 2,Banjara Hills",500016
935,Challa Hospital,Andhra Pradesh,Hyderabad,"7-1-71/A/1, Dharam Karan Road, Ameerpet, Hyderabad-500016",500016
936,Chandak Nursing Home,Maharashtra,Nagpur,"Supermarket Sita Building,Nagpur-440012.",440012
937,Chandan Hospital & Icu,Gujarat,Baroda,"Navarang Talkies Compound, Raopura, Baroda-390001",390001
938,Chandana Hospital,Karnataka,Bangalore,"#54, 4Th Cross, 4Th Main, Ngefnrupathunganagar, Nagarbhavi,",560072
939,Chandini Hospital,Karnataka,Shimoga,"Chamarajpet,Sagarshivamogga",577401
940,Chandna Medical Centre,Haryana,Faridabad,"85 & 52, Sector Iba, Near New Subzi Mandi.",121002
941,Chandni Hospital,Rajasthan,Kota,"Kshitij Map 23, Mahavir Nagar.",324005
942,Chandni Hospital,Uttar Pradesh,Kanpur,"9/60, Arya Nagar.",208002
943,Chandra Bhushan Hosptial,Rajasthan,Jodhpur,"Opposite Mahamandir Railway Station, Mandore Road",342006
944,Chandra Hospital,Tamilnadu,Madurai,"# 10, Pillayarpalayam Road",625001
945,Chandra Laxmi Hospital,Uttar Pradesh,Ghaziabad,"Sector-4, Plot # 337, Vaishali",201010
946,Chandra Mohan'S Nursing Home,Andhra Pradesh,Madanapalle,"14-2A,C.T.M. Road,Beside Icici Bank Madanapalle",517325
947,Chandra Mother & Eye Care,Uttar Pradesh,Lucknow,"4/43,Vivek Khand,Gomti Nagar",226010
948,Chandrakala Hospital And Institute Of Medical Research,Karnataka,Mysore,"Plot A,Kalidasa Road,Jayalakshmipuram",570012
949,Chandraleela Hospital,Delhi,Delhi,"P13, Vijay Vihar, Uttam Nagar. New Delhi-59Uttam Nagar",110059
950,Chandralok Hospital,Uttar Pradesh,Bareilly,Pilibhit Bypass Road Barelly U P 243006,243006
951,Chandralok Hospital,Maharashtra,Pune,"Chaitraban Apt.,Chandrika Society,Bibawewadi Road",411037
952,Chandramani Hospital,Gujarat,Ahmedabad,"Girdhar Nagar, Shahibag",380004
953,Chandramathy Amma Memorial Hospital,Kerala,Trichur,"Olarikkara Pullazhi Post, Thirssur, Kerala",680012
954,Chandravati Child & Maternity Hospital,Haryana,Faridabad,"House # 1177, Sector-19, Opp Sai Baba Mandir",121002
955,Chandulal Chandrakar Memorial Hospital,Chattisgarh,Bhilai,"G.E. Road, Nehmnagar, Bhilak C.G,",490020
956,Channan Devi Memorial Hospital,Haryana,Rohtak,"Plot No 952, Ward No 23, Lal Chand Colony Chwok, Near Durga Mandir Rohtak-124001, Haryana",124507
957,Chanre Rheumatology & Immunology Centre & Research (A Unit Of Chanre Darsha Health Care Pvt Ltd),Karnataka,Bangalore,"#149,15Th Main,3D Stage,4Th Block,Nhc Layout,Basaveshwar Nagar,",560079
958,Chaphekar Iccu & Diabetes Hospital,Maharashtra,Mumbai,"Ashok Nagar, Ambadi Road(Opp) Bhaji Market, Vasai Road",401202
959,Charak Clinic Nursing Home,Maharashtra,Mumbai,"Laud Mansion,4Th Floor, 21,M Karvi Roadm.Karve Road,Opp.Charni Road",400004
960,Charak Clinics,Punjab,Mohali,"Scf-85,First Floor,Phase #7,",160062
961,Charak Hospital & Research Centre,Madhya Pradesh,Bhopal,"Old Navbharat Press Building, Jehengirabad.",462008
962,Charak Hospital Pvt Ltd,Madhya Pradesh,Indore,"Ranisati Gate, Yeshwant Niwas Road.Y.N.Road,",452003
963,Charaka Hospital,Karnataka,Tumkur,"No-5, Opp-Neps, 2Nd Main, Shankarapuram, B.H Road, Tumkur-572102",572102
964,Charithasri Hospitals Ltd,Andhra Pradesh,Vijayawada,"Ramachandra Rao Road,29/6/8-1,Vijayawada.Ramachandrarao Road",520002
965,Charnock Hospitals Pvt Ltd,West Bengal,North24Paraganas,"Megacity Approach Road,24 Oarganas.",700059
966,Charring Cross Nursing Home (P) Ltd.,West Bengal,Kolkata,"2C. Motilal Basak Lane, Kolkata-700054, Kankurgachi, Subash Mala Parkkolkata",700054
967,Chattisgarh Hosptial Medical Research Centre & Institute,Chattisgarh,Raipur,"Central Avenue, Choubey Colony.",492001
968,Chaudhary Eye Centre & Laser Vision,Delhi,Delhi,"4802/24, Bharat Ram Road,Darya Ganj,24, Darya Ganj,",110002
969,Chaudhry Medical & Maternity Hospital,Haryana,Karnal,"# 1543-44, Sector-13, Urban Estate Opp Pani Ki Tanki, Karnal-132001",132001
970,Chawla Nursing Home & Hospital,Punjab,Mohali,"# 1&2, Phase 7, Mohali-160055.",160055
971,Chaya Hospital ( A Unit Of Chaya Healthcare Pvt Ltd),Karnataka,Bangalore,"# 6C-335, 4Th Main, 6Th Cross, Ombr Layout, Bhuvanagiri.",560043
972,Chazhikattu Hospitals Pvt Ltd,Kerala,Idukki,"Ix/139 A,River View Road,Thodupuzha, Idukki",685584
973,Cheema Medical Complex,Punjab,Mohali,"Phase-4,Near Telephone Exchange, Mohalinear Telephone Exchange",160059
974,Chelsa Medical Care (P) Ltd.,Kerala,Trivandrum,"Kungallummoodu,Karamanatrivadrum",695002
975,Chennai Eye Care Hospital,Tamilnadu,Chennai,"#6,12Th Cross Street,Dhandeeswaran Nagar,Velachery",600042
976,Chennai Krishna Hospital,Tamilnadu,Chennai,"No.297, Gst Road, Near Mit Flyover, Chromepet, Chennai, Tamilnadu",600044
977,Chennai Meenakshi Multispeciality Hospital Ltd.,Tamilnadu,Chennai,"# 148, Luz Church Road, Malapore, Chennai, Tamilnadu.",600004
978,Chetana Hospital,Karnataka,Kadur,M.T. Road Puttur,577548
979,Chethana Hospital,Karnataka,Puttur,Shree Mahamaya Temple Road Dakshina Kannada,574201
980,Chettinad Super Speciality Hospital (Cssh)-(A Unit Of Rajah Muthiah Charitable And Educational Trust),Tamilnadu,Chennai,"I.T. Highway,Kelambakkam",603103
981,Chhabda Hospital,Maharashtra,Aurangabad,"Plot No 5-6-19, New Osmanpura, Opp Sant Eknath Rang Mandir",431005
982,Chhabra Hospital Panipat,Haryana,Panipat,"A-1,Narain Singh Park,Assandh Road",132103
983,Chikitsa Nursing Home,Delhi,Delhi,"B-4, Saket",110017
984,Child Jesus Hospital,Tamilnadu,Trichy,"P Box No 17, Cantonment, Tiruchirappalli, Trichy-620001Near To All India Radio Station",620001
985,Childerns Hospital,Haryana,Panchkula,"Swastik Vihar Pharse - 1 Mdc, Sector - 5 Panchkula-134109",134109
986,Childrens Hospital,Andhra Pradesh,Guntur,"6-11-58/59, 11Th Lane, 2Nd Cross, Arundelpet.",522002
987,Chincholi Eye Hospital,Karnataka,Gulbarga,Old Jewargi Cross Road,585102
988,Chinmay Nursing Home,Maharashtra,Mumbai,"#103/104,Odyssey-A,Bhakti Park,Wadala East",400037
989,Chinmaya Mission Hospital,Karnataka,Bangalore,"1/1,C M H Road,Indiranagar",560038
990,Chinmaya Narayana Hrudayalaya,Karnataka,Bangalore,Cmh Road Indiranagar 2Nd Stage Chinmaya Missin Hospital,560038
991,Chinmayi Hospital,Karnataka,Bangalore,"#34,Brindavan Layout,Subramanyapura Main Road",560061
992,Chinmayi Hospital,Karnataka,Kundapur,"Church Road, Kundapura, Udupi-576201",576201
993,Chintamani Hospital,Maharashtra,Pune,"Plot # 53,Jedhe Nagar,Bibwewadi",411037
994,Chintan Orthopaedic Hospital,Gujarat,Ahmedabad,"#16,Anuradha Society,Jivraj Park Cross Road",380051
995,Chirag Hospital,Haryana,Gurgaon,"Main Bajghera Road,3636/31,Rajindra Park,",122001
996,Chiranjeev Hospital,Maharashtra,Ratnagiri,"Anand Karad Road, Markand,Chiplun, Ratnagiri-415605.",415605
997,Chiranjeevi Hospital,Maharashtra,Mumbai,"101&102,Padmaraj Bldg,Dr.Rajendra Prasad Road,Shivmandir Cross Road,Ramnagar,Dombivali East,Thane",421201
998,Chiranjeevi Hospital & Maternity Home,Karnataka,Bangalore,"16Th 2Nd Main, Sri Manjunatha Temple St, Mysore Bank Colony,",560050
999,Chiranjeevi Maternity Hospital,Karnataka,Bijapur,Divatageri Galli Near Rayar Math,586101
1000,Chiranjiv Hospital & Maternity Home,Haryana,Gurgaon,"Wng,Haily Mandi",122504
1001,Chirashree Nursing Home,Karnataka,Mangalore,"1-33/2 & 1-33/3, Iddya Suratkal",575014
1002,Chirayu Health & Medicare (P) Ltd,Madhya Pradesh,Bhopal,"#6, Malipurle,Behind Sadar Marzil",462001
1003,Chirayu Superspeciality Hospital,Maharashtra,Mumbai,"Ground Floor,Vimal Deep Building,Sarvoday Paraside Complax Behind Balaji Hos Mira Bhy Road,Bhayandar East,Thane",401105
1004,Chitra Hospital,Karnataka,Mysore,"25/1A, Irwin Rdmysore",570001
1005,Chitra Kalyana Raman Nursing Home,Tamilnadu,Salem,"56,A/1,Rajaji Road",636007
1006,Chitrakut Surgical Hospital,Gujarat,Ahmedabad,"734/4888 , Bapunagar ,Near Pattelvadi ,",380024
1007,Chitras Ent Laser Surgery Super Speciality Hospital,Tamilnadu,Chennai,"30C, Cathedral Garden Lane,Nungambakkam.",600034
1008,Chittaragi Hospital,Karnataka,Bagalkot,Bramanand Asram Road Bus Stand Road Rabkavi,587314
1009,Chobe Maternity & Nursing Home,Maharashtra,Aurangabad,"Opp Chetna Nagar,Marathwada",431005
1010,Chopda Medicare & Research Centre Pvt.Ltd,Maharashtra,Nashik,"Patil Lane - 1,Nashik, Maharashtra",422005
1011,Chopda Medicare & Research Centre Pvt Ltd,Maharashtra,Nashik,Patil Lane No 1 Canada Corner Nashik 422005,422005
1012,Chord Road Hospital Pvt Ltd,Karnataka,Bangalore,100 Bima Jyoti Lic Colony2Nd Stage West Of Chord Road,560079
1013,Choudhari Hospital,Karnataka,Bijapur,"Shikharakhana Road, Near Lic Office",586104
1014,Choudhary Ent Maternity & General Health Care Centre,Punjab,Amritsar,"Near State Bank Of India Katra-Khazana,",143001
1015,Chougala Hospital,Karnataka,Belgaum,"Shanti Nagar,Hallyal Road,Athani,",591304
1016,Christian Hospital,Tamilnadu,Madurai,"Vaigai Dam Road, Periyakulam,Perivakulam- 625 601",625601
1017,Christian Medical College & Hospital,Punjab,Ludhiana,"Brown Road,",141008
1018,Christian Mission Hospital,Kerala,Pathanamthitta,Pandalam,689501
1019,Christos Hospital,Kerala,Alleppey,"Xxiv/228,Kayamlukam,Kpac Junction",690502
1020,Christudas Orthopaedic Speciality Hospital,Tamilnadu,Chennai,"#9.Duraiswamy Ngr. I.A.F. Road, Tamilnadu Chennai 59",600059
1021,Ciigma Institute & Medical Sciences Pvt Ltd,Maharashtra,Aurangabad,"#8,Raghuveer Nagar,Jalna Road,Opp Sfs High School",431005
1022,Cims Hospital Private Limited,Gujarat,Ahmedabad,Nr Shukan Mall Off Science City Road Sola Shukan Mall,380060
1023,Citi Hospital,Karnataka,Bangalore,"25/91,West Of Chord Road, 20Th Main, 2Nd Block, Rajajinagar, Bangalore",560010
1024,Citi Hospital,Karnataka,Bellary,"No.52/A, Dam Road,Hospet, Bellary-583203",583203
1025,Citi Hospital,Madhya Pradesh,Bhopal,"#115-Zone Ii,Maharana Pratap Nagar,",462011
1026,City Cancer Centre,Andhra Pradesh,Hyderabad,"No.33-25-33,Ch.Venkata Krishnaiah Street,Suryaraopet,Krishna,Vijayawada",520002
1027,City Care Hospital,Haryana,Rewari,"Sco No 24 Huda Shopping Complex, Sector 4 Rewari Haryana",123401
1028,City Central Hospital Pvt Ltd,Karnataka,Davangere,"# 17, Akkamahadevi Road,Near Chethana Hotel",577002
1029,City Clinic,Karnataka,Hubli,"Madhavpur, Hubli",580020
1030,City Eye Foundation,Kerala,Kozhicode,"17/255,Pavamani Road,",673001
1031,City Heart Hospital ( Unit Of Rajgarh Polyclinic & Nursing Home ),Assam,Guwahati,"Rajgarh Road, Gawahati, Kamrup, Assam",781007
1032,City Hospital,Haryana,Rohtak,"1533/21, Chunnipura, Saini School Road, Rohtak, Haryana, Opp. Saini Girls High School.",124001
1033,City Hospital,Rajasthan,Sriganganagar,"#45,Model Colony,Sri Ganganagar",335001
1034,City Hospital,Uttaranchal,Hardwar,Super Complex Ranipur More Haridwaruk,249407
1035,City Hospital,Karnataka,Shimoga,"R.M.R. Road, Durgigudi,Shimoga-577201.",577201
1036,City Hospital,Tamilnadu,Erode,"#87,Rkv Road,Near Chennai Silks",638003
1037,City Hospital,Tamilnadu,Tuticorin,"106, G/8A, Palai Main Road (W)Millerpuram Corner,",628008
1038,City Hospital,Maharashtra,Kolhapur,"1708 E, 8Th Lane, Rajarampuri",416008
1039,City Hospital,Maharashtra,Solapur,"Old Employment Chowk,'B'Wing City Pride Building Vip Road",413001
1040,City Hospital & Diagnostic Centre,Karnataka,Udupi,"Vidyaranya Mag,Behind Alankar Theatreudupi",576101
1041,City Hospital & Maternity Home,Haryana,Faridabad,"Sector-16, Faridabad,Haryana-121002",121002
1042,City Hospital & Research Centre,Assam,Tinsukia,"A.T. Road, Near Timkonia Dukmari, Timsukia, Assam-786125",786125
1043,City Hospital & Research Centre,Madhya Pradesh,Gwalior,"Jail Road, Bohadapur, Gwalior, Madhya Pradesh.",474012
1044,City Hospital Pavalam Trauma Centre,Tamilnadu,Dindigul,4/361 Gandhiji Nagar Trichy Road,624005
1045,City Hospital Pvt Ltd,Kerala,Cochin,"Post Box #3525,M.G Road Ernakulam",682035
1046,City Hospital Research & Diagnostic Centre,Karnataka,Mangalore,"Pound Garden,Kadri,Dakshina Kannada,",575003
1047,City Hospital& Trauma Centre,Uttar Pradesh,Lucknow,"C-1, Cinder Dump Complex.Opp Krishna Cinema Hall",226005
1048,City Medical Centre,Karnataka,Davangere,"Badila Guthu Complex1St Main, M.C.C.B Block",577004
1049,Citycare Hospital & Research Centre Pvt Ltd,Maharashtra,Nashik,"Near Nasardi Bridge,Nasik Poona Road,Dwarka",422001
1050,Clear Vision Eye Centre,Maharashtra,Mumbai,"1-A, Ashoka, 15 Sv Road, St.Theresa'S Convent Schoolsantacruz(W)",400054
1051,Clear Vision Eye Hospital,Andhra Pradesh,Himayatnagar,"3-6-272, Nvk Towers, Opp Telugu Academy Himayathnagar, Hyderabad-500029Quarters Road, Hyderabad.",500029
1052,Clinic Nallam,Tamilnadu,Pondicherry,"86,Eswaran Koil Street",605001
1053,Cloudnine (A Venture Of Kids Clinic Pvt Ltd,Karnataka,Bangalore,"#1533,9Th Main, Jayanagar 3Rd Block",560011
1054,Cloudnine (Kids Clinic India Pvt. Ltd.),Karnataka,Bangalore,"115, Kodi Halli, Old Airport Road, Bangalore-560017",560017
1055,Cnr Nursing Home,Andhra Pradesh,Kadapa,"4/6,Gandhi Road,Proddatur",516360
1056,Coastal Cardiac And Maternity Centre,Andhra Pradesh,Rajahmundry,Danavaipeta Park Beside Hdfc Bank East Godavari,533103
1057,Coastal Care Hospital,Andhra Pradesh,Guntur,"8Th, Line, Old Club Road, Gunturivarithota, Kothapet, Guntur-522001, Opp Bus Stand, Old Club Road",522001
1058,Cochin Hospital,Kerala,Cochin,Mg Road,682016
1059,Coimbatore Bone And Joint Foundation Pvt Ltd,Tamilnadu,Coimbatore,"#1091-Mettupalayam Road,North Coimbatore Bus Stop,R.S.Puram",641002
1060,Coimbatore Kidney Centre,Tamilnadu,Coimbatore,"738-B, Puliakulam Road, Coimbatore, Tamilnadu",641045
1061,Colaco Hospital,Karnataka,Mangalore,"Lower Bendore Main Road,Dakshina Kannada,",575002
1062,Columbia Asia Hospital,West Bengal,Kolkata,"Ib,193,Sector. 3, Salt Lake, Kolkata-700091",700091
1063,Columbia Asia Hospital,Karnataka,Mysore,"85-86,Bangalore Mysore Ring Road, Junction, Bannimantap A Layout, Siddiqui Nagar",570015
1064,Columbia Asia Hospital Palamvihar,Haryana,Gurgaon,"Block F, Near Gol Chakkar, Sector 23 , Palam Vihar, Gurgaon-122017",122017
1065,Columbia Asia Hospital Pvt Ltd,Karnataka,Bangalore,"Kirloskar Business Park, Bellary Road, Hebbal, Bangalore-560024",560024
1066,Columbia Asia Hospital Pvt Ltd-Patiala,Punjab,Patiala,"#22, Bhupindra Road, Patiala-147001",147001
1067,Columbia Asia Hospital Pvt.Ltd-Ghaziabad,Uttar Pradesh,Ghaziabad,"Nh-24, Hapur Road, Opp.Bhameta Village Near Land Craft Golf Links, Ghaziabad, Uttar Praesh",201001
1068,Columbia Asia Referral Hospital,Karnataka,Bangalore,"#26/1, 80Feet Dr.Rajkumar Road,Malleshwaran West, Bangalore-560055",560055
1069,Columbia Hospital And Research Centre-Nagpur,Maharashtra,Nagpur,"Dr. N.B. Khare Marg, Dhantoli, Nagpur, Maharashtra",440012
1070,Combined Medical Institute (P) Ltd,Uttaranchal,Dehradun,"54, Harawar Road Dehradun-248001",248001
1071,Comtrust Eye Hospital,Kerala,Kozhicode,"Mini Bye Pass Road, Puthiyara (Post), Calicut-673004, Kerala State",673004
1072,Convenient Hospital Ltd,Madhya Pradesh,Indore,"Ab Road, Near Lig Tringnee, Indorenear L.I.G. Square,",452001
1073,Cosmo Medicals Pvt Ltd,Punjab,Mohali,"#8,Phase Viii Sector-62,",160062
1074,Cosmo Multispeciality Hospital,Karnataka,Bangalore,"#64,1St Cross,Kalidasa Circle,Srinagar",560050
1075,Cosmopolitan Hospitals (P) Ltd,Kerala,Trivandrum,"Maurinanjapalam,Pattom",695004
1076,Cradle Calicut Maternity Care Pvt Ltd,Kerala,Calicut,"Nh-17, By Pass Road Airport By Pass Road",673014
1077,Crescent Hospitals,Tamilnadu,Madurai,"37/1,Sivaganga Road,Opp To Aavin Milk Project",625020
1078,Crescent India Medical Education Trust'S Inamdar Hospital,Maharashtra,Pune,"Survey, No:- 15, Fatimanagar, Pune",411040
1079,Crescent Nursing Home & Iccu,Maharashtra,Nagpur,"Near Lokmat Square, Dhantoli,1St Lane,1St Lane, Nagpur-440012.",440012
1080,Criticare Hospital For Children,Maharashtra,Nashik,"Citycentre,Opp Sindhi Colony,Jail Road",422101
1081,Criticare Superspeciality Hospital,Maharashtra,Thane,"Between Hotel Royal Challenge & Cadbury Co.Ltd, E.E. Highway, Thane West.",400602
1082,Crystal Eye Centre,Maharashtra,Mumbai,"101, Crystal Residency Dockyard Road, Mazagaon",400010
1083,Csi Hospital,Tamilnadu,Kanchipuram,No.21.Hospital Roadkanchipuram,631502
1084,Csi-Church Of South India Hospital,Karnataka,Bangalore,"Post Beg No #4, Hazarat Kambal Posh Roadposh Road,",560051
1085,Csr Nursing Home,Tamilnadu,Coimbatore,"# 272, 7Th Street Extension,Gandhipuram, Coimbatore-641012",641012
1086,Cumballa Hill Hospital,Maharashtra,Mumbai,"93-95, August Kranti Marg",400038
1087,Cure Emergency Hospital,Andhra Pradesh,Khammam,"11-2-91/A, Balajinagar, N.S.T Road, Khammam, Andhrapradesh-507001Balajinagar",507001
1088,Cure Hospitals,Andhra Pradesh,Secunderabad,"Plot # 3,Ganesh Nagar Colony,Opp Smt Sarojini Pulla Reddy House,Hasmathpet Road,Bowenpallh",500011
1089,Cure Well Hospital,Rajasthan,Jaipur,"1/53-Sfs,Mansarower",302020
1090,Cure Well Hospital,Andhra Pradesh,Warangal,"15-1-46, Srinivasa Colony Opp Mgm Hospital",506007
1091,Cure-Well Nursing Home,Orissa,Jagatsinghapur,Town Hall Road,754103
1092,Curewell Hospital Pvt. Ltd.,Madhya Pradesh,Indore,"19/1-C,New Palasia, Indore",452001
1093,Curie City Cancer Centre,Andhra Pradesh,Krishna,"Padavalarevu,Gunadala,Krishna",520004
1094,Curie Manavata Cancer Centre,Maharashtra,Nashik,"Mumbai Naka,Opp Mahamarg Bus Stand",422004
1095,Cuttack Nursing Home,Orissa,Cuttack,"Markamal Patna,Mangalabag,",753001
1096,Cygnus Maharaja Arrarsain Hospital,Haryana,Ranipat,"Opp Devi Mandir, Panipat ,Haryana",132103
1097,D D Eye Institute,Rajasthan,Kota,#631 Dadabari Main Road Near Cad Circle,324009
1098,D'Souza Hospital,Maharashtra,Mumbai,"Ramedi Dhowali Vasai, Thane-401201",401201
1099,D'Souza Nursing Home,Himachal Pradesh,Nahan,"Opp. Min Gate Ranital Gardens,Nahannahan",173001
1100,D.G. Hospital (Devambika Nursing Home),Karnataka,Bangalore,"274 / 275, Mkp Road, Padmanabhanagar, Puttalingaiah Road, Bangalore-560070",560070
1101,D.N. Hospital,Haryana,Panipat,"Khanna Road, Krishanpura, Panipat, Haryana",132103
1102,D.S.K. Hospital,Tamilnadu,Coimbatore,"# 19, Kadirnagar, Kangeyam Road, Tirupur.",641604
1103,D.S.Kothari Hospital,Maharashtra,Mumbai,"Kamala Kutir, Kastirba Chowk,C.P.Tank",400004
1104,Dada Laser Eye Institute,Maharashtra,Pune,"Chaudhari Plaza 1St Floor# 185, M.G. Road,Campchaudhari Plaza, Pune-411001.",411001
1105,Daddenavar Hospital & Research Centre,Karnataka,Bagalkot,Ward # 10 & Rural Police Stationnear Rural Police Station,587101
1106,Dafodil Nursing Home(P),West Bengal,Kolkata,"# 276 Canal Street,",700048
1107,Dahiya Hospital,Haryana,Sonepat,"Near Iti Chowk, Old Dc Road, Sonepat, Haryana",131001
1108,Dake Hospital,Maharashtra,Uran,"1St Floor, Suwellar Complex, Uran Karanja Road",400702
1109,Daksh Hospital,Rajasthan,Alwar,"#397,Gandhi Nagar,Sch,No 8,Alwar(Rajashtan-301001)",301001
1110,Dakshata Hospital Pvt Ltd,Karnataka,Belgaum,"3375,Subalakshmi Building,College Road",590001
1111,Dange Hospital,Karnataka,Hassan,"M.G. Road, Near Adichundhangiri School, Hassan-573201",573201
1112,Darekar Hospital,Maharashtra,Pune,"Perne Phata,Poona Nagar Road,Tal Haveli",411007
1113,Darshan Eye Care Clinic (Savjiani Medico (P) Ltd),Gujarat,Rajkot,"2Nd Floor, Parishram Plaza,Mangla Main Roadmangla Main Road, Rajkot.",360002
1114,Darshan Surgical Centre Llp,Tamilnadu,Chennai,"Block T-80, New No-24 5Th Main Road",600040
1115,Dashputra Hospital,Maharashtra,Nagpur,"358, Anandnager, Opp, Sankkara Police Station Nagpur-440009",440009
1116,Datar Nursing Home,Maharashtra,Mumbai,"33/34, Morumal Mansion, Opp Bachani Nagar,Off Daftary Road, Malad East.",400097
1117,Datt Maternity & Surgical Home,Maharashtra,Mumbai,"23, Jawahar Nagar 1Stfloor,S.V. Road",400062
1118,Datta Prasad Orthopaedic Nursing Home,Andhra Pradesh,Guntur,"D.No#14-8-38.Netajinagar, 2Nd Lane,Ponnur.",522124
1119,Dattatreya Nursing Home,Maharashtra,Mumbai,"Opp Bhandhutva Chs, Datta Mandir Road,Near Vakola Bridge,Santacruz East",400055
1120,Davangere Heart Hospital (Unit Of Suraj Hospital Pvt Ltd),Karnataka,Davangere,"3639,M.C.Colony 9Th Main",577004
1121,Dave Orthopaedic Hospital,Gujarat,Ahmedabad,"Opp S.T. Bus Station,",365601
1122,Dawar Eye Hospital,Rajasthan,Sriganganagar,"Meera Chowk,Jawahar Nagar,Sri Gnga Nagar",335001
1123,Daya Hospital,Delhi,Delhi,"A-4/16,Paschim Vihar,New Delhi",110063
1124,Dayanand Medical College Hospital,Punjab,Ludhiana,"Civil Lines, Tagore Nagar, Ludhiana-141001",141001
1125,Dayanand Nursing Home,Uttar Pradesh,Meerut,"47/L-4, Jawahar Quarters Begum Bridge Road",250001
1126,Dbr & Sk Super Speciality Hospital,Andhra Pradesh,Chittoor,"No.18-1-505,Mosque Road,Opp.V.V.Mahal Theatre,Chitoor,",517501
1127,Ddmm Heart Instituti,Gujarat,Nadiad,"Mission Road,Nadiad",387002
